Siret,UAI validée,Raison sociale,Enseigne,numero_declaration_activite,etat_administratif,Nature,Adresse,Académie,Région,Qualiopi,Réseaux,Réseau à jour,Nombre de relations,Nombre de lieux de formation,Date d'import,UAI probable,UAI potentielle 1,UAI potentielle 2,UAI potentielle 3,UAI potentielle 4,UAI potentielle 5,UAI potentielle 6,UAI potentielle 7,UAI potentielle 8,UAI potentielle 9,UAI potentielle 10,UAI potentielle 11,UAI potentielle 12,UAI potentielle 13,UAI potentielle 14,UAI potentielle 15,UAI potentielle 16,UAI potentielle 17,UAI potentielle 18,UAI potentielle 19,UAI potentielle 20,UAI potentielle 21,UAI potentielle 22,UAI potentielle 23,UAI potentielle 24,UAI potentielle 25,UAI potentielle 26,UAI potentielle 27,UAI potentielle 28,UAI potentielle 29,UAI potentielle 30,UAI potentielle 31,UAI potentielle 32,UAI potentielle 33,UAI potentielle 34,UAI potentielle 35,UAI potentielle 36,UAI potentielle 37,UAI potentielle 38,UAI potentielle 39,UAI potentielle 40,UAI potentielle 41,UAI potentielle 42,UAI potentielle 43,UAI potentielle 44,UAI potentielle 45,UAI potentielle 46,UAI potentielle 47,UAI potentielle 48,UAI potentielle 49,UAI potentielle 50,UAI potentielle 51,UAI potentielle 52,UAI potentielle 53,UAI potentielle 54,UAI potentielle 55,UAI potentielle 56,UAI potentielle 57,UAI potentielle 58,UAI potentielle 59,UAI potentielle 60
77634558900043,0420974F,OGEC ARAGO - STE ANNE,,82420130442,actif,formateur,4 Rue Saint-Alban 42300 Roanne,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,2,1,2021-12-17,0420974F,0420974F,0693764S,0693891E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77790657900019,0560115W,OGEC ASS EDUCATIVE ND LE MENIMUR,,53560872056,actif,responsable_formateur,85 Rue de Metz 56000 Vannes,Rennes,Bretagne,Oui,,cfa ec,1,1,2021-12-17,0562023V,0560115W,0560200N,0562023V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77790657900027,,OGEC ASS EDUCATIVE ND LE MENIMUR,LYCEE TECHNOL PRIVE ND LE MENIMUR,53560872056,actif,inconnue,71 Rue de Metz 56000 Vannes,Rennes,Bretagne,Oui,,cfa ec,1,1,2021-12-17,0560200N,0560200N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78496247400010,,OGEC ASSOCIATION SAINTE MARIE,,11770059377,actif,formateur,41 Rue de Chaage 77100 Meaux,Créteil,Île-de-France,Non,,cfa ec,2,2,2021-12-17,0772153X,0772153X,0772631S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51247239000016,,OGEC AUVERGNE JEAN BAPTISTE DE LA SALLE,,83630422463,actif,formateur,14 Rue Godefroy de Bouillon 63000 Clermont-Ferrand,Clermont-Ferrand,Auvergne-Rhône-Alpes,Non,,cfa ec,1,1,2022-01-25,0631068U,0631068U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30461408400057,0690671E,OGEC AUX LAZARISTES-LA SALLE LYON,,,actif,inconnue,1 Rue Neyret 69001 Lyon,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,1,,2021-12-17,0690671E,0690671E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77836867000015,,OGEC CENTRE SCOLAIRE PRIVE JEANNE D ARC,,,actif,formateur,10 Rue du Sauget 39300 Champagnole,Besançon,Bourgogne-Franche-Comté,Non,,cfa ec,1,1,2022-01-25,0391001B,0390091M,0391001B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77571672300066,,OGEC CHARLES DE FOUCAULD,LYCEE ENS PROF SAINT JEAN,74870052487,actif,responsable_formateur,26 Rue Eugène Varlin 87000 Limoges,Limoges,Nouvelle-Aquitaine,Non,,cfa ec,1,2,2022-01-25,,0870919B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77986874400037,,OGEC CHARLES DE FOUCAULD,LYCEE PRIVE CHARLES DE FOUCAULD,,actif,formateur,6 Rue Bara 69003 Lyon,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,1,3,2022-01-25,,0690514J,0694283F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33378481700012,0420998G,OGEC CHAZELLES,,,actif,formateur,9 Rue de Montbrison 42140 Chazelles-sur-Lyon,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,1,1,2021-12-17,0420998G,0420998G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78333329700050,0541370W,OGEC CLAUDE DAUNOT - SAINT LEON IX,,44540380254,actif,responsable_formateur,32 Avenue Foch 54000 Nancy,Nancy-Metz,Grand Est,Oui,,cfa ec,1,2,2022-01-03,0541370W,0541370W,0542448T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78333329700068,,OGEC CLAUDE DAUNOT - SAINT LEON IX,,44540380254,actif,inconnue,10 Boulevard Georges Clemenceau 54000 Nancy,Nancy-Metz,Grand Est,Oui,,cfa ec,1,,2021-12-17,0542448T,0541370W,0542448T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77561768100017,,OGEC COLLEGE LYCEE STE ANNE,,,actif,formateur,2 Rue de Locmaria 56400 Sainte-Anne-d'Auray,Rennes,Bretagne,Non,,cfa ec,1,1,2022-01-25,0560119A,0560119A,0561545A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32844300700070,0440151A,OGEC DE CHATEAUBRIANT,LYCEE ST JOSEPH - COMPTE ELEVES,,actif,formateur,13 Rue de la Libération 44110 Châteaubriant,Nantes,Pays de la Loire,Non,,cfa ec,1,1,2022-03-28,,0440151A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77940962200015,0260072M,OGEC DE CREST,,82260068826,actif,responsable_formateur,Quai Soubeyran 26400 Crest,Grenoble,Auvergne-Rhône-Alpes,Oui,,cfa ec,1,2,2022-01-03,0260072M,0260072M,0260945L,0261138W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77940962200056,0260072M,OGEC DE CREST,LYCEE ENSEIGNEMENT PROFESSIONNEL,82260068826,actif,inconnue,Quai Soubeyran 26400 Crest,Grenoble,Auvergne-Rhône-Alpes,Oui,,cfa ec,1,,2021-12-17,0260072M,0260072M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78834821700027,0492177A,OGEC DE L INSTITUTION BOURG CHEVREAU,LYCEE PRIVE STE ANNE,52490078049,actif,formateur,7 Rue du 8 Mai 1945 (Segré) 49500 Segré-en-Anjou Bleu,Nantes,Pays de la Loire,Non,,cfa ec,1,2,2022-01-25,0492177A,0490840X,0492177A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77721087300066,,OGEC DE LA SALLE  CASTRES,,73810093381,actif,formateur,11 Boulevard Georges Clemenceau 81100 Castres,Toulouse,Occitanie,Non,,cfa ec,1,1,2022-01-25,0810105Z,0810105Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77705226700013,,OGEC DE L'ECOLE JEANNE D'ARC,,,fermé,formateur,3 Place de la Verrerie 46000 Cahors,Toulouse,Occitanie,Non,,cfa ec,1,2,2022-01-25,0460050E,0460050E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77694476100019,,OGEC DE L'ECOLE MYRIAM,,73310806231,actif,formateur,20 Rue Mage 31000 Toulouse,Toulouse,Occitanie,Non,,cfa ec,1,2,2022-01-25,0312064A,0311201M,0312064A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77684512500017,,OGEC DE L'ECOLE STE THERESE,,,actif,formateur,16 Rue du Bugatet 31800 Saint-Gaudens,Toulouse,Occitanie,Non,,cfa ec,1,1,2022-04-29,,0311131L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78199865300013,,OGEC DE L'ENSEMBLE SCOLAIRE JEANNE D'ARC,,,actif,formateur,3 Place de la Fraternité 33230 Saint-Médard-de-Guizières,Bordeaux,Nouvelle-Aquitaine,Non,,cfa ec,1,2,2021-12-17,0331569B,0331569B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53783453300011,0711859K,OGEC DE L'ENSEMBLE SCOLAIRE LA SALLE PARAY-LE-MONIAL,,26710130771,actif,responsable_formateur,17 Rue Louis Pasteur 71600 Paray-le-Monial,Dijon,Bourgogne-Franche-Comté,Oui,,cfa ec,,1,2022-01-03,0711859K,0711859K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31330940300019,,OGEC DE L'INSTITUT SUPERIEUR DE FORMATION DE L'ENSEIGNEMENT CATHOLIQUE DE NORMANDIE,,25140209014,actif,inconnue,535 Boulevard de la Paix 14200 Hérouville-Saint-Clair,Normandie,Normandie,Non,,cfa ec,,,2021-12-17,0142400H,0142400H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77660869700053,,OGEC DE RUMILLY,,,actif,formateur,2 Rue du Collège 74150 Rumilly,Grenoble,Auvergne-Rhône-Alpes,Non,,cfa ec,1,1,2022-01-25,0741469V,0740126K,0741469V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75161280500042,0280946B,OGEC D'ENSEIGNEMENT DU BASSIN CHARTRAIN,,24280155528,actif,formateur,2 Rue des Fleurs 28630 Mignières,Orléans-Tours,Centre-Val de Loire,Oui,,cfa ec,2,2,2021-12-17,0280946B,0280946B,0280967Z,0281099T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78091600300012,,OGEC DES ECOLES DU BON SAUVEUR,ECOLE PRIMAIRE STE GENEVIEVE,,actif,inconnue,Rue Elisabeth de Surville 50000 Saint-Lô,Normandie,Normandie,Non,,cfa ec,1,,2022-01-25,0501789Y,0500121K,0500127S,0501789Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78091600300046,,OGEC DES ECOLES DU BON SAUVEUR,LYCEE TECHNIQUE PRIVE BON SAUVEUR,,actif,formateur,Rue Elisabeth de Surville 50000 Saint-Lô,Normandie,Normandie,Non,,cfa ec,2,1,2022-01-25,0501789Y,0501789Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78288387000019,,OGEC DES METIERS,,,actif,formateur,24 Rue des Bons Enfants 13006 Marseille,Aix-Marseille,Provence-Alpes-Côte d'Azur,Non,,cfa ec,1,1,2022-01-25,0131434N,0131434N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78400234700010,,OGEC DU CENTRE SCOLAIRE PRIVE DE FRUGES,,32620302362,actif,formateur,31 Rue du Paradis 62310 Fruges,Lille,Hauts-de-France,Non,,cfa ec,1,1,2022-01-25,0624526H,0622112J,0624389J,0624526H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82466350400010,,OGEC DU GROUPE EPID-VAUBAN,,32590933959,actif,formateur,20 Rue de Lille 59140 Dunkerque,Lille,Hauts-de-France,Non,,cfa ec,1,3,2022-01-25,0596188F,0596188F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40298727500029,,OGEC DU LPTP LA PROVIDENCE,,,actif,formateur,12 Avenue Pierre Isnard 06200 Nice,Nice,Provence-Alpes-Côte d'Azur,Non,,cfa ec,1,1,2022-01-25,0060715V,0060715V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30870164800047,,OGEC DU LYCEE D ENSEIGNEMENT PROFESSIONNEL PRIVE SAINT ENNEMOND,,82420084642,actif,formateur,Rue du Pilat 42400 Saint-Chamond,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,1,1,2022-01-25,0421006R,0421006R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32097714300033,0850142T,OGEC DU LYCEE NOTRE DAME,,,actif,formateur,Rue de Bois Fossé 85300 Challans,Nantes,Pays de la Loire,Non,,cfa ec,1,1,2022-01-25,0850142T,0850142T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78386336800016,,OGEC DU LYCEE PRIVE,,31590098659,actif,formateur,40 Rue de Mons 59300 Valenciennes,Lille,Hauts-de-France,Non,,cfa ec,1,3,2022-01-25,0596903H,0592967E,0596903H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78644699700029,,OGEC DU LYCEE PRIVE SAINT JOSEPH,,,actif,inconnue,40 Rue Victor Hugo 85000 La Roche-sur-Yon,Nantes,Pays de la Loire,Non,,cfa ec,1,,2021-12-17,0851642Y,0851642Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78611731700051,0492432C,OGEC DU LYCEE PROFESSIONNEL JOSEPH WRESINSKI,,,actif,formateur,10 Rue Valentin Haüy 49100 Angers,Nantes,Pays de la Loire,Non,,cfa ec,1,1,2022-01-25,0492432C,0492432C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77627544800012,,OGEC DU LYCEE SAINT ANDRE,LP PRIVE SAINT ANDRE,82070010607,actif,responsable_formateur,18 Rue Emile Combes 07400 Le Teil,Grenoble,Auvergne-Rhône-Alpes,Non,,cfa ec,1,1,2022-01-25,0070112J,0070112J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78057766400011,,OGEC DU LYCEE SAINT VINCENT,,,actif,formateur,30 Rue de Meaux 60300 Senlis,Amiens,Hauts-de-France,Non,cfa ec,cfa ec,1,,2022-01-25,0602210B,0597090L,0601149Y,0602210B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32286429900050,,OGEC DU SAINT AFFRICAIN,LYCEE TECHNO PRIVE ST GABRIEL,,actif,inconnue,23 Rue Lamartine 12400 Saint-Affrique,Toulouse,Occitanie,Non,,cfa ec,,,2022-01-25,0430065M,0430065M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78350456600010,,OGEC ECA SAINT JUDE,,31590647259,actif,responsable_formateur,18 Rue Lamartine 59280 Armentières,Lille,Hauts-de-France,Non,,cfa ec,2,2,2022-01-25,0597176E,0592926K,0597176E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78189084300019,,OGEC ECOLE AGRICULTURE BAZADAI,,,actif,formateur,Cudos,Bordeaux,Nouvelle-Aquitaine,Non,,cfa ec,1,2,2022-03-21,,0332382K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77694446400010,,OGEC ECOLE EMILIE DE RODAT,LYCEE EMILIE DE RODAT,,actif,formateur,25 Avenue de Lombez 31300 Toulouse,Toulouse,Occitanie,Non,,cfa ec,1,2,2022-01-25,0311134P,0311134P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78072835800018,,OGEC ECOLE ET LYCEES CATHOLIQUES DOUVRES,LYCEE GENERAL COURS NOTRE DAME,,actif,formateur,20 Rue de l’Arbalète 14440 Douvres-la-Délivrande,Normandie,Normandie,Non,,cfa ec,1,1,2022-01-25,0141193W,0141165R,0141193W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77713729000048,,OGEC ECOLE PEYRAMALE ST JOSEPH,,,actif,formateur,13 Avenue du Maréchal Joffre 65100 Lourdes,Toulouse,Occitanie,Non,,cfa ec,1,1,2022-01-25,,0650058K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77706423900059,,OGEC ECOLE SECONDAIRE JEANNE D'ARC,,73460026646,actif,formateur,11 Allées Pierre Bérégovoy 46100 Figeac,Toulouse,Occitanie,Non,,cfa ec,1,2,2022-01-25,0810108C,0460039T,0810108C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43287506000019,0530052U,OGEC ENSEMBLE SCOLAIRE DON BOSCO MAYENNE,,52530017353,actif,formateur,18 Boulevard Anatole France 53100 Mayenne,Nantes,Pays de la Loire,Non,,cfa ec,1,1,2021-12-17,0530052U,0530052U,0530073S,0530973V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77643724600023,0731341L,OGEC ENSEMBLE SCOLAIRE LAMARTINE,ECOLE MATERNELLE PRIVEE LE GAZ,,actif,inconnue,6 Boulevard des Cotes 73100 Aix-les-Bains,Grenoble,Auvergne-Rhône-Alpes,Non,,cfa ec,,1,2021-12-17,0731341L,0731341L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78535510800016,,OGEC ENSEMBLE SCOLAIRE MONTALEMBERT,,,actif,formateur,238 Boulevard Saint-Denis 92400 Courbevoie,Versailles,Île-de-France,Non,,cfa ec,1,1,2022-01-25,0921484N,0921484N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44319054100021,,OGEC ENSEMBLE SCOLAIRE NOTRE DAME,,,actif,formateur,Avenue d’Hauterive 81100 Castres,Toulouse,Occitanie,Non,,cfa ec,2,6,2022-01-25,0810103X,0810103X,0810113H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49981331900039,,OGEC ENSEMBLE SCOLAIRE ST AUBRIN,,,actif,formateur,13 Rue du Collège 42600 Montbrison,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,1,1,2022-01-25,,0420973E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77676494600013,,OGEC ENSEMBLE ST JOSEPH,,,actif,formateur,24 Avenue Etienne Soulie 12200 Villefranche-de-Rouergue,Toulouse,Occitanie,Non,,cfa ec,1,2,2022-01-25,0120061B,0120061B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39234855300018,0170100S,OGEC ETAB CATHO ENSEIGNEMENT LA ROCHELLE,,54170023217,actif,responsable_formateur,36 Rue Massiou 17000 La Rochelle,Poitiers,Nouvelle-Aquitaine,Oui,,cfa ec,2,3,2021-12-17,,0170100S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39234855300026,,OGEC ETAB CATHO ENSEIGNEMENT LA ROCHELLE,COLLEGE FENELON,54170023217,actif,inconnue,36 Rue Massiou 17000 La Rochelle,Poitiers,Nouvelle-Aquitaine,Oui,,cfa ec,1,,2022-01-25,,0170099R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33993383000012,,OGEC F CABRINI,,,actif,formateur,20 Rue du Docteur Sureau 93160 Noisy-le-Grand,Créteil,Île-de-France,Non,,cfa ec,2,1,2021-12-17,0932036H,0754458N,0931369H,0932036H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31050493100083,0441791H,OGEC FAMILIAL DU VAL D ERDRE,,,actif,formateur,13 Rue du Général Leclerc 44390 Nort-sur-Erdre,Nantes,Pays de la Loire,Non,,cfa ec,1,1,2021-12-17,0441791H,0441791H,0442778F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78087500100015,,OGEC GESTION INGENIEUR CACHIN,,,actif,formateur,4 Rue Ingénieur Cachin 50100 Cherbourg-en-Cotentin,Normandie,Normandie,Non,,cfa ec,1,1,2022-01-25,0500132X,0500132X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78086868300035,,OGEC GESTION NOTRE DAME,,,actif,formateur,43 Rue Sébline 50500 Carentan-les-Marais,Normandie,Normandie,Non,,cfa ec,1,1,2022-01-25,0501941N,0500139E,0501941N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77933350900031,0010878Z,OGEC GEX JEANNE D ARC,LYCEE GEN TECHNO PRIVE JEANNE D ARC,,actif,formateur,273 Rue de Geneve 01170 Gex,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,1,1,2021-12-17,0010878Z,0010878Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77750904300017,,OGEC GROUPE SCOLAIRE DE L ESTRAN,LYCEE PRIVE CHARLES DE FOUCAUD,,actif,inconnue,32 Rue de Quimper 29200 Brest,Rennes,Bretagne,Non,,cfa ec,1,,2022-01-25,0290340M,0290340M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77750904300058,,OGEC GROUPE SCOLAIRE DE L ESTRAN,LYCEE FENELON,,actif,formateur,105 Chemin de Ker Stears 29200 Brest,Rennes,Bretagne,Non,,cfa ec,3,1,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77854412200014,,OGEC GROUPE SCOLAIRE DE LA COMPASSION,,,actif,inconnue,Rue du Stade 70110 Villersexel,Besançon,Bourgogne-Franche-Comté,Non,,cfa ec,,,2022-01-25,,0700077D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75047738200014,0442725Y,OGEC GROUPE TALENSAC JEANNE BERNARD,,,actif,formateur,18 Rue de Talensac 44000 Nantes,Nantes,Pays de la Loire,Non,,cfa ec,1,1,2022-01-25,0442725Y,0442725Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78625625500013,0530068L,OGEC HAUTE FOLLIS,LYCEE TECHNIQUE HAUTE FOLLIS,52530009053,actif,formateur,91 Rue Haute Follis 53000 Laval,Nantes,Pays de la Loire,Non,,cfa ec,2,1,2022-01-25,0530068L,0530068L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78625625500021,0530933B,OGEC HAUTE FOLLIS,,,actif,inconnue,91 Rue Haute Follis 53000 Laval,Nantes,Pays de la Loire,Non,,cfa ec,1,,2021-12-17,0530068L,0530068L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78235516800017,,OGEC IMMACULEE CONCEPTION,,,actif,inconnue,Boulevard Édouard Herriot 64000 Pau,Bordeaux,Nouvelle-Aquitaine,Non,,cfa ec,1,,2022-01-25,0640184C,0640130U,0640184C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78235516800025,,OGEC IMMACULEE CONCEPTION,LYCEE D'ENS PROFESSIONNEL PRIVE,,actif,inconnue,1 Avenue du Château d’Este 64140 Billère,Bordeaux,Nouvelle-Aquitaine,Non,,cfa ec,1,,2022-01-25,0641664L,0641664L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78338794700030,,OGEC INSTITUTION JEANNE D ARC,COLLEGE PRIVE,,actif,inconnue,30 Rue Raymond Poincare 55200 Commercy,Nancy-Metz,Grand Est,Non,,cfa ec,,,2021-12-17,0550959U,0550920B,0550959U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30285817000012,0440119R,OGEC INSTITUTION SAINTE ANNE,LYCEE PRIVE TECHNIQUE HOTELIER STE ANNE,,actif,formateur,250 Boulevard du Docteur René Laënnec 44600 Saint-Nazaire,Nantes,Pays de la Loire,Non,,cfa ec,2,1,2022-01-25,0440119R,0440119R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30285817000020,,OGEC INSTITUTION SAINTE ANNE,,,actif,inconnue,250 Boulevard du Docteur René Laënnec 44600 Saint-Nazaire,Nantes,Pays de la Loire,Non,,cfa ec,1,,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78170232900017,,OGEC INSTITUTION ST JOSEPH,,72240157724,actif,responsable_formateur,23 Avenue Georges Pompidou 24000 Périgueux,Bordeaux,Nouvelle-Aquitaine,Non,,cfa ec,2,4,2021-12-17,0240079F,0240079F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78170232900025,,OGEC INSTITUTION ST JOSEPH,LEP PRIVE ST VINCENT DE PAUL,,actif,formateur,23 Avenue Georges Pompidou 24000 Périgueux,Bordeaux,Nouvelle-Aquitaine,Non,,cfa ec,2,1,2022-01-25,,0240089S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78621078100039,0490838V,OGEC INSTITUTION ST LOUIS,LYCEE PRIVE ST LOUIS,,actif,formateur,47 Rue d’Alsace 49400 Saumur,Nantes,Pays de la Loire,Non,,cfa ec,1,1,2022-01-25,,0490838V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37961849900014,,OGEC JEANNE D'ARC,,,actif,formateur,13 Place de la République 35500 Vitré,Rennes,Bretagne,Non,,cfa ec,2,1,2022-01-25,,0350808N,0350892E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
