uai;siret;raison_sociale;enseigne;nature;departement;commune;adresse;prepa_apprentissage
0133475G;77566202600209;ASS OUVRIERE COMPAGNON DEVOIR TOUR FRANC;CFA;formateur;13;Marseille;184 RUE DU DOCTEUR CAUVIN 13012 MARSEILLE 12;
0133486U;78281573200055;INTERFED SANTE SOCIAL;;responsable;13;Marseille;9 BD DE LOUVAIN 13008 MARSEILLE 8;
0133501K;30540504502252;AFTRAL;AFTRAL;formateur;13;Marseille;24 BD GAY LUSSAC 13014 MARSEILLE 14;
0133527N;18130002100225;CHAMBRE DE COMMERCE ET D'INDUSTRIE METROPOLITAINE AIX-MARSEILLE-PROVENCE;GROUPE ECOLE PRATIQUE;formateur;13;Marseille;1 RUE SAINT SEBASTIEN 13006 MARSEILLE 6;
0133549M;88087198300099;ECOLE SUPERIEURE DE LA BANQUE;;formateur;13;Marseille;AV JULES CANTINI 13006 MARSEILLE 6;
0133565E;40863294100030;FORMAPOSTE SUD EST;;responsable;13;Marseille;RUE PAUL LANGEVIN 13013 MARSEILLE 13;
0133774G;19133340000015;ECOLE CENTRALE DE MARSEILLE;CENTRALE MARSEILLE;inconnue;13;Marseille;38 RUE FREDERIC JOLIOT CURIE 13013 MARSEILLE 13;
0133858Y;78284704000022;INSTIT FORM SOINS INFIRMIERS BLANCARDE;IFSI;formateur;13;Marseille;59 RUE PEYSSONNEL 13003 MARSEILLE 3;
0133901V;78288382100053;ASSOCIATION IFSI SAINT JACQUES;;formateur;13;Marseille;10 AV ALEXANDRE ANSALDI 13014 MARSEILLE 14;
0133915K;40918828100029;MAISON FAMILIALE RURALE D EDUCATION ET D ORIENTATION RHONE ALPILLES;MFREO;responsable_formateur;13;Saint-Martin-de-Crau;2 RUE DE LA GARRIGUE 13310 SAINT-MARTIN-DE-CRAU;
0133927Y;78285946600065;CFA DU BATIMENT PROVENCE ALPES COTE D'AZUR;BTP-CFA ARLES;responsable_formateur;13;Arles;CHE SEVERIN 13200 ARLES;
0133963M;51824280500027;INSTITUT DE FORMATION A L'ENVIRONNEMENT ET AU DEVELOPPEMENT DURABLE;IRFEDD;responsable_formateur;13;Aix-en-Provence;AV LOUIS PHILIBERT 13100 AIX-EN-PROVENCE;
0134249Y;41993587900025;MFREO SAINTE VICTOIRE;;responsable_formateur;13;Rousset;LE PLAN BP 54 13790 ROUSSET;
0134280G;47883804800054;GROUPE SOMEFORM;SOMEFORM/ SUP'IPGV;responsable_formateur;13;Vitrolles;AV JEAN MONNET 13127 VITROLLES;
0134297A;78296445600019;FEDERATION COMPAGNONNIQUE REGIONALE DE MARSEILLE;FCRM;responsable_formateur;13;Marseille;7 BD PONS 13014 MARSEILLE 14;
0134309N;49163385500011;I.F.T.E AIX.;;responsable_formateur;13;Aix-en-Provence;RUE MAHATMA GANDHI 13090 AIX-EN-PROVENCE;
0134310P;78288385400161;ASSOCIATION POUR LE CONSEIL EN ORIENTATION PROFESSIONNELLE, L'ACCOMPAGNEMENT ET LE DEVELOPPEMENT;A.C.O.P.A.D;responsable_formateur;13;Marseille;3 RUE DE LA REPUBLIQUE 13002 MARSEILLE 2;
0134331M;42058478100025;ECOLE SUPERIEURE DE L'ALTERNANCE MEDITERRANEE;ESAME;responsable_formateur;13;Salon-de-Provence;32 RUE DE LA GARBIERO 13300 SALON-DE-PROVENCE;
0134333P;81839227600015;B2H13 MARSEILLE;MY BUSINESS SCHOOL - MY BUSINESS TRAINING - MY FASHION SCHOOL-MY BS-MY BT-MY FS;responsable_formateur;13;Marseille;25 BD EDOUARD HERRIOT 13008 MARSEILLE 8;
0134334R;81946418100018;B2H 13 AIX;MY BUSINESS SCHOOL - MY BUSINESS TRAINING;responsable_formateur;13;Marseille;25 BD EDOUARD HERRIOT 13008 MARSEILLE 8;
0134349G;87784553700019;DELTA;IRA SUP'IPGV SOMEFORM'PRO;responsable_formateur;13;Salon-de-Provence;9 ALL DU TAMISADOU 13300 SALON-DE-PROVENCE;
0134350H;49050252300023;MAISON FAMILIALE DE LA ROQUE D ANTHERON;;responsable_formateur;13;La Roque-d'Anthéron;CHE DE LA DEVALADE 13640 LA ROQUE D'ANTHERON;
0134395G;88050997100029;IFTE MARSEILLE;;responsable_formateur;13;Marseille;141 AV DU PRADO 13008 MARSEILLE 8;
0141186N;78070423500016;ASSOCIATION L OASIS;;formateur;14;Caen;18 RUE DE L ORATOIRE 14000 CAEN;
0141191U;32537199500029;ASS LT LP NOTRE DAME DE FIDELITE;;formateur;14;Caen;8 RUE DU PETIT CLOS ST MARC 14000 CAEN;
0141192V;78072679000022;AEP ASSOC POUR L ENFANCE ET ADOLESCENCE;LEP SAINT JOSEPH;formateur;14;Deauville;145 AV DE LA REPUBLIQUE 14800 DEAUVILLE;
0141193W;78072835800018;OGEC ECOLE ET LYCEES CATHOLIQUES DOUVRES;LYCEE GENERAL COURS NOTRE DAME;formateur;14;Douvres-la-Délivrande;20 RUE DE L ARBALETE 14440 DOUVRES-LA-DELIVRANDE;
0141300M;13002799800108;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NORMANDIE;CMA NORMANDIE - URMA-CALVADOS-CIFAC;formateur;14;Caen;4 RUE CLAUDE BLOCH 14000 CAEN;
0141421U;19141421800013;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE VIRE;LPA DE VIRE;responsable_formateur;14;Vire Normandie;RUE DE CAEN 14500 VIRE-NORMANDIE;
0141601P;77811608700132;BATIMENT CFA NORMANDIE;;formateur;14;Caen;16 RUE DE LA COTONNIERE 14000 CAEN;
0141815X;88488405700016;ICEP;;responsable_formateur;14;Saint-Contest;1 RUE RENE CASSIN 14280 SAINT-CONTEST;
0141866C;78071394700015;ASSOC INSTITUT PROFESSIONEL LEMONNIER;;formateur;14;Caen;60 RUE D HEROUVILLE 14000 CAEN;
0141868E;44483956700013;OGEC NOTRE DAME FREMONT LES ROSIERS;;formateur;14;Lisieux;12 RUE PAUL BANASTON 14100 LISIEUX;
0141872J;78074754900019;MFR-CENTRE DE FORMATION MALTOT;IREO;responsable_formateur;14;Maltot;LD LA FRANCE 14930 MALTOT;
0141902S;78073249100011;ASS DES MAISONS FAMILIALES BALLEROY;MFREO;responsable_formateur;14;Balleroy-sur-Drôme;81 RUE DES FORGES 14490 BALLEROY-SUR-DROME;
0141903T;32309642000019;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;MFREO;responsable_formateur;14;Blangy-le-Château;14130 BLANGY-LE-CHATEAU;
0141904U;78075147500010;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;MFREO;responsable_formateur;14;Les Moutiers-en-Cinglais;CHATEAU DE LA BAGOTIERE 14220 LES MOUTIERS-EN-CINGLAIS;
0141941J;19141112300042;LYCEE GEN TECHNO AGRICOLE LE ROBILLARD;CENTRE DE FORMATION D'APPRENTIS CFA;formateur;14;Saint-Pierre-en-Auge;938 RTE DU LYCEE AGRICOLE 14140 SAINT-PIERRE-EN-AUGE;
0142106N;34872549000026;CENTRE DE FORMATION D'APPRENTIS DE L'INDUSTRIE GRAND OUEST NORMANDIE;CFAI GON;responsable_formateur;14;Caen;12 RUE PROF JOSEPH ROUSSELOT 14000 CAEN;
0142159W;38378929400022;STADE MALHERBE CAEN CALVADOS BAS NORMAND;;formateur;14;Caen;BD GEORGES POMPIDOU 14000 CAEN;
0142180U;19141421800047;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE VIRE;CFA DE VIRE;formateur;14;Vire Normandie;RUE DE CAEN 14500 VIRE-NORMANDIE;
0142215G;77568013500321;ASSOCIATION POUR LA PROMOTION SOCIALE ET LA FORMATION PROFESSIONNELLE DANS LES TRANSPORTS ROUTIERS;CENTRE FORMATION CONTINUE;formateur;14;Mondeville;RUE NICEPHORE NIEPCE 14120 MONDEVILLE;
0142220M;30540504501536;AFTRAL;AFTRAL;formateur;14;Caen;RUE DE LA COTONNIERE 14000 CAEN;
0142234C;78075094900023;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;responsable_formateur;14;Vire Normandie;LA FLORIE 14500 VIRE-NORMANDIE;
0142236E;33515795400025;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;MFREO;responsable_formateur;14;Saint-Désir;LA POMMERAYE 14100 SAINT-DESIR;
0142248T;80760437600028;ASSOCIATION DE GESTION DE L'ECOLE SUPERIEURE DES SERVICES;AE2SE;responsable_formateur;14;Caen;4 RUE DES MOUETTES 14000 CAEN;
0142269R;50305387800032;ASS PROFESSIONS SANITAIRES MEDICO SOCIALES ET DE L INTERVENTION SOCIALE;;responsable_formateur;14;Saint-Contest;12 RUE FERDINAND BUISSON 14280 SAINT-CONTEST;X
0142321X;44492238900010;SCHOLAR FAB ORGANISATION;;responsable_formateur;14;Caen;7 RUE PROF JOSEPH ROUSSELOT 14000 CAEN;
0142380L;13002799800017;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NORMANDIE;CMAR;responsable_formateur;14;Caen;2 RUE CLAUDE BLOCH 14000 CAEN;X
0142400H;31330940300019;OGEC DE L'INSTITUT SUPERIEUR DE FORMATION DE L'ENSEIGNEMENT CATHOLIQUE DE NORMANDIE;OGEC DE L'ISFEC NORM;inconnue;14;Hérouville-Saint-Clair;535 BD DE LA PAIX 14200 HEROUVILLE-SAINT-CLAIR;
0142430R;34872549000042;CENTRE DE FORMATION D'APPRENTIS DE L'INDUSTRIE GRAND OUEST NORMANDIE;CFAI GON;formateur;14;Vire Normandie;35 RES MAURICE DUROS 14500 VIRE-NORMANDIE;
0142433U;32218695800011;ASS LIONEL TERRAY;;responsable_formateur;14;Clécy;LE VIADUC 14570 CLECY;
0142438Z;87772950900019;ALTERNANCIA;ALTERNANCIA;responsable_formateur;14;Caen;26 RUE D AUTHIE 14000 CAEN;
0142447J;30540504500744;AFTRAL;AFT-FC;formateur;14;Vire Normandie;16 RUE DE L ARTISANAT 14500 VIRE-NORMANDIE;
0142452P;80863414100101;PROMOTRANS FORMATION PROFESSIONNELLE CONTINUE;PROMOTRANS FPC.;formateur;14;Mondeville;RUE NICEPHORE NIEPCE 14120 MONDEVILLE;
0150008C;19150008100010;LYCEE PROFESSIONNEL REGIONAL;RAYMOND CORTAT;formateur;15;Aurillac;55 AV DU DOCTEUR JEAN CHANAL 15000 AURILLAC;
0150022T;19150022200010;LYCEE PROFESSIONNEL REGIONAL;JOSEPH CONSTANT;formateur;15;Murat;3 RUE DE LA COSTE 15300 MURAT;
0150030B;19150030500013;LYCEE POLYVALENT HAUTE AUVERGNE;;formateur;15;Saint-Flour;20 RUE MARCELLIN BOUDET 15100 SAINT-FLOUR;
0150047V;45285944000011;OGEC SAINT GERAUD ENFANT JESUS;;formateur;15;Aurillac;23 RUE DU COLLEGE 15000 AURILLAC;
0150605B;41884676200163;BTP CFA AUVERGNE RHONE ALPES;BTP CFA AURA;responsable_formateur;15;Massiac;2 RTE D'ALLANCHE 15500 MASSIAC;
0150613K;19150613800012;ETABLISSEMENT REGIONAL D'ENSEIGNEMENT ADAPTE ALBERT MONIER;EREA;formateur;15;Aurillac;RUE LOUIS FARGES 15000 AURILLAC;
0150640P;78804163000047;INSTITUT FORMATION PROFESSION PERMANENTE;;responsable_formateur;15;Aurillac;8 RUE AGRICOLE PERDIGUIER 15000 AURILLAC;
0150668V;77909280800012;MAISON FAMILIALE APPRENT RURAL;;responsable_formateur;15;Mauriac;CROUZIT HAUT 15200 MAURIAC;
0150672Z;33495719800016;MAISON FAMILIALE RURALE;;responsable_formateur;15;Marcolès;15220 MARCOLES;
0150688S;77910548500014;MAIS FAMIL RUR D'EDUCATION ET ORIENTATIO;NNON;responsable_formateur;15;Saint-Flour;RTE DE MASSALES 15100 SAINT-FLOUR;
0150747F;19150667400024;LPO LYCEE DES METIERS MAURIAC;SITE POMPIDOU;inconnue;15;Mauriac;AV RAYMOND CORTAT 15200 MAURIAC;
0150751K;19150006500039;LGT LYCEE DES METIERS JEAN MONNET;GRETA DES MONTS DU CANTAL;responsable_formateur;15;Aurillac;10 RUE DU DOCTEUR CHIBRET 15000 AURILLAC;
0150755P;19150037000041;LYCEE AGRICOLE GEORGES POMPIDOU;CENT FORM PROFES AGRI ADULT CFPAA;responsable_formateur;15;Aurillac;21 RUE DE SALERS 15000 AURILLAC;
0160004T;19160004800018;LYCEE GENERAL ET TECHNOLOGIQUE CHARLES AUGUSTIN COULOMB;LGT;formateur;16;Angoulême;ALL JOACHIM DU BELLAY 16000 ANGOULEME;
0160020K;19160020400017;LYCEE POYVALENT JEAN MONNET;;formateur;16;Cognac;66 BD DE CHATENAY 16100 COGNAC;
0160022M;19160022000013;LYCEE POLYVALENT EMILE ROUX;;formateur;16;Confolens;30 AV DU GENERAL DE GAULLE 16500 CONFOLENS;
0160036C;19160036000017;LYCEE D ENS.PROFESSIONNEL JEAN CAILLAUD;LEP JEAN CAILLAUD;formateur;16;Ruelle-sur-Touvre;PUYGUILLEN 16600 RUELLE-SUR-TOUVRE;
0160048R;19160048500012;LYCEE PROFESSIONNEL PIERRE-ANDRE CHABANNE;;formateur;16;Chasseneuil-sur-Bonnieure;38 RUE BIR'HACHEIM 16260 CHASSENEUIL-SUR-BONNIEURE;
0160049S;19160049300016;LYCEE PROFESSIONNEL JEAN ROSTAND;;formateur;16;Angoulême;12 RUE LOUISE LERIGET 16000 ANGOULEME;
0160755J;33778074600018;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION  DE TRIAC-LAUTRAIT;;responsable_formateur;16;Triac-Lautrait;16200 TRIAC-LAUTRAIT;
0160792Z;19160792800014;LYCEE PROFESSIONNEL DE SILLAC;;formateur;16;Angoulême;360 RUE DE BORDEAUX 16000 ANGOULEME;
0160862A;19160862900017;LYCEE DES METIERS JEAN ALBERT GREGOIRE;;formateur;16;Soyaux;RUE JEAN ALBERT GREGOIRE 16800 SOYAUX;
0161000A;33778063900023;MAISON FAMILIALE RURALE;;responsable_formateur;16;Jarnac;12 RUE ERNEST MERLIN 16200 JARNAC;
0161002C;78119478200012;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DES CHARENTES A RICHEMONT - INSTITUT SUPERIEUR DE FORMATION PAR ALT;INSTITUT DE RICHEMONT;responsable_formateur;16;Cherves-Richemont;12 RTE DE L'ANCIEN SEMINAIRE 16370 CHERVES-RICHEMONT;
0161003D;19161003900015;LYCEE PROFESSIONNEL LOUISE MICHEL;;formateur;16;Ruffec;RUE VILLEBOIS MAREUIL 16700 RUFFEC;
0161042W;78118129200025;MAISON FAMILIALE RURALE EDUC ORIENTATION;;responsable_formateur;16;Montmoreau;ANCIENNE ABBAYE SAINT GILLES 16190 MONTMOREAU;
0161043X;78125674800026;MAISON FAMILIALE RURALE DE SAINT PROJET;;responsable_formateur;16;La Rochefoucauld-en-Angoumois;LIEU-DIT CARTE 16110 LA ROCHEFOUCAULD-EN-ANGOUMOIS;
0161212F;30107533900061;BTP CFA POITOU CHARENTES;BTP CFA CHARENTE;responsable_formateur;16;Chasseneuil-sur-Bonnieure;ALL DU CHEF LUC 16260 CHASSENEUIL-SUR-BONNIEURE;
0161223T;30540504501668;AFTRAL;AFTRAL;responsable_formateur;16;Puymoyen;5 RUE DES ARTISANS 16400 PUYMOYEN;
0161229Z;13002792300056;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NOUVELLE AQUITAINE;CAMPUS METIERS COGNAC;responsable_formateur;16;Cognac;41 RUE DU REPOS 16100 COGNAC;
0161230A;13002792300049;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NOUVELLE AQUITAINE;CAMPUS METIERS BARBEZIEUX;responsable_formateur;16;Barbezieux-Saint-Hilaire;39 AV DE VIGNOLA 16300 BARBEZIEUX-SAINT-HILAIRE;
0170020E;19170020200010;LYCEE POLYVALENT EMILE COMBES - LYCEE DES METIERS DE L'ECO-CONSTRUCTION ET DES SERVICES DE L'ENVIRONNEMENT;LPO;inconnue;17;Pons;9 RUE DES CORDELIERS 17800 PONS;
0170025K;19170025100017;LYCEE PROFESSIONNEL GILLES JAMAIN;LP;formateur;17;Rochefort;2 A BD EDOUARD POUZET 17300 ROCHEFORT;
0170031S;19170031900012;LYCEE PROFESSIONNEL PIERRE DORIOLE;LP;formateur;17;La Rochelle;221 RUE DE PERIGNY 17000 LA ROCHELLE;
0170051N;19170051700011;LYCEE POLYVALENT LOUIS AUDOUIN DUBREUIL;;formateur;17;Saint-Jean-d'Angély;RUE PHILIPPE JANNET 17400 SAINT JEAN D'ANGELY;
0170052P;19170052500014;LYCEE PROFESSIONNEL BLAISE PASCAL;LP;formateur;17;Saint-Jean-d'Angély;11 RUE DE DAMPIERRE 17400 SAINT JEAN D'ANGELY;
0170070J;19170070700018;LYCEE PROFESSIONNEL DU PAYS D'AUNIS;LP;formateur;17;Surgères;RUE DU STADE 17700 SURGERES;
0170100S;39234855300018;OGEC ETAB CATHO ENSEIGNEMENT LA ROCHELLE;;responsable_formateur;17;La Rochelle;36 RUE MASSIOU 17000 LA ROCHELLE;
0170135E;19170135800019;LYCEE POLYVALENT JEAN HYPPOLITE;LPOR;formateur;17;Jonzac;PL ST EXUPERY 17500 JONZAC;
0171183U;13002792300080;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NOUVELLE AQUITAINE;CENTRE DE FORMATION LAGORD;responsable_formateur;17;Lagord;9 RUE RENE DUMONT 17140 LAGORD;
0171209X;30107533900020;BTP CFA POITOU CHARENTES;BTP CFA DE LA CHARENTE MARITIME;responsable_formateur;17;Saintes;11 RUE DE L'ORMEAU DE PIED 17100 SAINTES;
0171238D;19171238900011;LYCEE PROFESSIONNEL ROMPSAY;LP;formateur;17;La Rochelle;RUE DE PERIGNY 17000 LA ROCHELLE;
0171239E;13002792300098;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NOUVELLE AQUITAINE;CFA DE SAINT GERMAIN DE LUSIGNAN;responsable_formateur;17;Saint-Germain-de-Lusignan;40 RTE DE SAINT-GENIS 17500 SAINT-GERMAIN-DE-LUSIGNAN;
0171289J;78130875400014;MAISON FAMILIALE RURALE EDUC ET ORIENTAT;;responsable_formateur;17;Matha;1 AV MONMOINE 17160 MATHA;
0171291L;78136153000012;MAISON FAMILIALE RURALE EDUCATION ORIENT;MFREO;responsable_formateur;17;Saint-Pierre-La-Noue;2 RUE DE ROIFFE 17700 SAINT-PIERRE-LA-NOUE;
0171293N;78128494800028;MFR CHEVANCEAUX SERVICES;;responsable_formateur;17;Chevanceaux;AU PAVE 17210 CHEVANCEAUX;
0171318R;78131244200028;MAISON FAMILIALE D'EDUCAT ET D ORIENTATION FORET ENVIRONNEMENT;;responsable_formateur;17;Chevanceaux;74 AV PARIS 17210 CHEVANCEAUX;
0171405K;19171405400019;LYCEE POLYVALENT HOTELIER;LPO;formateur;17;La Rochelle;AV DES MINIMES 17000 LA ROCHELLE;
0171432P;19171407000015;LYCEE REGIONAL ENSEIGN MARITIME AQUACOLE;;formateur;17;La Rochelle;AV MARECHAL JUIN 17000 LA ROCHELLE;
0171438W;78128367600018;CIPECMA;;responsable_formateur;17;Châtelaillon-Plage;17 AV DU GENERAL DE GAULLE 17340 CHATELAILLON-PLAGE;
0171455P;19170001200013;LYCEE POLYVALENT MARCEL DASSAULT;LPOR;formateur;17;Rochefort;40 AV MARCEL DASSAULT 17300 ROCHEFORT;
0171465A;77566202601090;ASS OUVRIERE COMPAGNON DEVOIR TOUR FRANC;AOCDTF;responsable_formateur;17;La Rochelle;1 RUE THEROIGNE DE MERICOURT 17000 LA ROCHELLE;
0171501P;49098556100029;ISFAC;;responsable_formateur;17;La Rochelle;BD DE LA REPUBLIQUE 17000 LA ROCHELLE;
0171552V;78135632400017;MFR DE LA SAINTONGE ET DE L AUNIS;IREO;responsable_formateur;17;Saint-Genis-de-Saintonge;15 AV SAINTES 17240 SAINT-GENIS-DE-SAINTONGE;
0171571R;19171408800017;LYCEE PROFESSIONNEL DE L'ATLANTIQUE;;formateur;17;Royan;2 RUE DE MONTREAL 17200 ROYAN;
0171610H;30540504501338;AFTRAL;AFTRAL;responsable_formateur;17;Rochefort;2 AV ANDRE DULIN 17300 ROCHEFORT;
0180008L;19180008500018;LYCEE POLYVALENT PIERRE EMILE MARTIN;;formateur;18;Bourges;1 AV DE GIONNE 18000 BOURGES;
0180009M;19180009300012;LYCEE PROFESSIONNEL JEAN DE BERRY;;formateur;18;Bourges;85 AV FRANCOIS MITTERRAND 18000 BOURGES;
0180035R;19180035800019;LPO LYCEE DES METIERS EDOUARD VAILLANT;;formateur;18;Vierzon;41 B RUE CHARLES HURVOY 18100 VIERZON;
0180036S;19180036600012;LYCEE POLYVALENT TECHNOLOGIQUE HENRI BRISSON;;formateur;18;Vierzon;25 AV HENRI BRISSON 18100 VIERZON;
0180755Y;30804972500036;INSTITUT DE FORMATION EN ALTERNANCE DE BOURGES;IFAB;responsable_formateur;18;Bourges;149 B RUE DE TURLY 18000 BOURGES;
0180808F;77567227234669;CROIX ROUGE FRANCAISE;CRF;formateur;18;Bourges;RUE GASTON BERGER 18000 BOURGES;
0180886R;77551105800064;CFA PHARMACIE DE L'AFPPREC - ASSOCIATION POUR LA FORMATION DES PREPARATEURS EN PHARMACIE DE LA REGION CVDL;AFPPREC;formateur;18;Bourges;RUE GASTON BERGER 18000 BOURGES;
0180949J;33453316300104;ASS REGION PROMOTION METALLURG;PROMETA;formateur;18;Bourges;9 BD LAHITOLLE 18000 BOURGES;
0180971H;19450855200073;UNIVERSITE D'ORLEANS;INSTITUT UNIVERSITE TECHNOLOGIE BOURGES;formateur;18;Bourges;63 AV MAL DE LATTRE DE TASSIGNY 18000 BOURGES;
0180974L;13001833600011;INSTITUT NATIONAL DES SCIENCES APPLIQUEES CENTRE VAL DE LOIRE;INSA;inconnue;18;Bourges;88 BD LAHITOLLE 18000 BOURGES;
0180975M;13001833600037;INSTITUT NATIONAL DES SCIENCES APPLIQUEES CENTRE VAL DE LOIRE;CAMPUS BOURGES;formateur;18;Bourges;88 BD LAHITOLLE 18000 BOURGES;
0190722G;19190701300012;LYCEE PROFESSIONNEL LAVOISIER;;inconnue;19;Brive-la-Gaillarde;RUE LAVOISIER 19100 BRIVE-LA-GAILLARDE;
0190770J;19190012500011;LYCEE POLYVALENT SIMONE VEIL;;formateur;19;Brive-la-Gaillarde;21 RUE EVARISTE GALOIS 19100 BRIVE-LA-GAILLARDE;
0190807Z;77796706800183;ASSOCIATION DEPARTEMENTALE DES PUPILLES DE L'ENSEIGNEMENT PUBLIC;CENTRE DE FORMATION D'APPRENTIS INCLUSIF N.A;responsable_formateur;19;Sainte-Fortunade;1580 RTE DE LAUTHONIE 19490 SAINTE-FORTUNADE;
0190849V;78235535800139;BTP CFA NOUVELLE AQUITAINE;;responsable_formateur;19;Tulle;61 BD DE LA LUNADE 19000 TULLE;
0195058V;19190027300019;LYCEE D ENS.PROFESSIONNEL;;formateur;19;Neuvic;19160 NEUVIC;
0195060X;78574029100998;INSTITUT NATIONAL DE FORMATION ET D'APPLICATION DU CENTRE DE CULTURE OUVRIERE - INFA;INFA;responsable_formateur;19;Brive-la-Gaillarde;3 AV ROGER RONCIER 19100 BRIVE-LA-GAILLARDE;
0195061Y;47869623000026;GEST ECOL FORM INITIAL ALTER METIE TP;EFIATP;responsable_formateur;19;Égletons;26 RUE DE BELLEVUE 19300 EGLETONS;
0195062Z;30343318900030;ASS GESTION CENTRE FORMATION CONTI FNTP;AGCFTP;responsable_formateur;19;Égletons;26 RUE DE BELLEVUE 19300 EGLETONS;
0210003P;19210003000019;LYCEE POLYVALENT PRIEUR DE LA COTE-D'OR;LPO;formateur;21;Auxonne;6 RUE VAUBAN 21130 AUXONNE;
0210017E;19210017000013;LYCEE GENERAL TECHNOLOGIQUE MONTCHAPET;LGT;formateur;21;Dijon;36 BD FRANCOIS POMPON 21000 DIJON;
0210018F;19210018800015;LYCEE POLYVALENT HIPPOLYTE FONTAINE;LPOR;formateur;21;Dijon;20 BD VOLTAIRE 21000 DIJON;
0210019G;19210019600018;LYCEE POLYVALENT LE CASTEL;LPO;formateur;21;Dijon;22 RUE DAUBENTON 21000 DIJON;
0210032W;19210032900015;LYCEE ENS PROFES CERAMIQUE HENRY MOISAND;LP;formateur;21;Longchamp;RUE DU LYCEE 21110 LONGCHAMP;
0210047M;19210047700038;LYCEE POLYVALENT REGIONAL ANNA JUDIC;LPOR;formateur;21;Semur-en-Auxois;37 RUE DE LA LIBERTE 21140 SEMUR-EN-AUXOIS;
0210056X;19210056800018;LYCEE PROFESSIONNEL EUGENE GUILLAUME;LP;formateur;21;Montbard;12 RUE MAL DE LATTRE DE TASSIGNY 21500 MONTBARD;
0210099U;82394575300015;ESC DIJON-BOURGOGNE;BURGUNDY SCHOOL OF BUSINESS;formateur;21;Dijon;29 RUE SAMBIN 21000 DIJON;
0211033J;19211033600018;LYCEE TECHNOLOGIQUE GUSTAVE EIFFEL;LT;formateur;21;Dijon;15 AV CHAMPOLLION 21000 DIJON;
0211139Z;19211237300241;UNIVERSITE DIJON BOURGOGNE;IUT DIJON;formateur;21;Dijon;2 BD DOC PETITJEAN 21000 DIJON;
0211356K;19211356100018;LYCEE PROFESSIONNEL ANTOINE ANTOINE;LP;formateur;21;Chenôve;5 RUE DE LONGVIC 21300 CHENOVE;
0211479U;32886010100042;ASS GEST DEVELOP CTRE FORMATION APPRENTI;AGD CFA;responsable_formateur;21;Longvic;1 CHE DE LA NOUE 21600 LONGVIC;
0211529Y;77816355000016;MAISON FAMILIALE RURALE;;responsable_formateur;21;Baigneux-les-Juifs;21450 BAIGNEUX-LES-JUIFS;
0211530Z;77824598500024;MAISON FAMIL INST EDUCATION ORIENTATION;;responsable_formateur;21;Quetigny;33 BD DE BELLEVUE 21800 QUETIGNY;
0211575Y;77824817900013;MAISON FAMILIALE RURALE;;responsable_formateur;21;Ruffey-lès-Beaune;LD GRANDCHAMP 21200 RUFFEY-LES-BEAUNE;
0211578B;77815852700011;MAISON FAMILIALE RURALE EDUC ET ORIENT;MFREO;responsable_formateur;21;Agencourt;21700 AGENCOURT;
0211579C;77825876400019;MAISON FAMILIALE RURALE;;responsable_formateur;21;Semur-en-Auxois;10 RUE DU COUVENT 21140 SEMUR-EN-AUXOIS;
0211800T;19210036000036;ETS PUB LOCAL ENS FORMATION PRO AGRI...;CENTRE DE FROMATION D'APPRENTIS VITICOLE;responsable_formateur;21;Beaune;16 AV CHARLES JAFFELIN 21200 BEAUNE;
0211948D;30540504500520;AFTRAL;AFTRAL;responsable_formateur;21;Longvic;17 RUE DE L INGENIEUR BERTIN 21600 LONGVIC;
0211986V;19210020400010;LYCEE POLYVALENT LES MARCS D'OR;;formateur;21;Dijon;24 RUE DU FORT DE LA MOTTE GIRON 21000 DIJON;
0212000K;77566202601074;ASS OUVRIERE COMPAGNON DEVOIR TOUR FRANC;AOCDTF;responsable_formateur;21;Dijon;1 RUE JEAN MAZEN 21000 DIJON;
0212045J;19210008900015;LYCEE POLYVALENT JULES ETIENNE MAREY;;formateur;21;Beaune;5 RUE DU 16E CHASSEUR 21200 BEAUNE;
0212052S;77821052600019;NOUVELLE ASSOC EDUCAT POPULAI ST-BENIGNE;NAEP;responsable_formateur;21;Dijon;99 RUE DE TALANT 21000 DIJON;
0212096P;42403844600029;INSTITUT DE FORMATION DES TRAVAUX PUBLICS BOURGOGNE - FRANCHE-COMTE;IFTP;inconnue;21;Dijon;3 RUE RENE CHAR 21000 DIJON;
0212115K;42412236400039;IFRIA BOURGOGNE-FRANCHE COMTE;;responsable_formateur;21;Dijon;11 RUE EDGAR FAURE 21000 DIJON;
